uq_ortho_gene_id	tax_id	prot_seq_id	uniprot_id	ensemble_gene_name	ncbi_gid	description
9796_0:002b48	9796_0	TTC9C	F6RNN4		100146759	Tetratricopeptide repeat domain 9C
9796_0:002b49	9796_0	SYT7			100062526	synaptotagmin-7 isoform X1
9796_0:002b4a	9796_0	LOC100064720			100064720	olfactory receptor 4C16-like
9796_0:002b4b	9796_0	RCE1	F6Q707		100052803	Ras converting CAAX endopeptidase 1
9796_0:002b4c	9796_0	KAT5	F6UXD9		100051541	Histone acetyltransferase
9796_0:002b4d	9796_0	TNNT3			100147259	troponin T, fast skeletal muscle isoform X2
9796_0:002b4e	9796_0	LOC100058472			100058472	LOW QUALITY PROTEIN: olfactory receptor 5D14-like
9796_0:002b4f	9796_0	LOC100067223			100067223	olfactory receptor 9I1-like
9796_0:002b50	9796_0	MOB2			100052102	MOB kinase activator 2 isoform X1
9796_0:002b51	9796_0	LOC100067855			100067855	olfactory receptor 9I1-like
9796_0:002b52	9796_0	PSMD13			100050948	26S proteasome non-ATPase regulatory subunit 13
9796_0:002b53	9796_0	SAC3D1			100056326	SAC3 domain-containing protein 1
9796_0:002b54	9796_0	FTH1	Q8MIP0		100050961	Ferritin heavy chain, N-terminally processed
9796_0:002b55	9796_0	LRP4			100057602	low-density lipoprotein receptor-related protein 4
9796_0:002b56	9796_0	LSP1			100147535	lymphocyte-specific protein 1 isoform X1
9796_0:002b57	9796_0	VPS51			100056545	vacuolar protein sorting-associated protein 51 homolog
9796_0:002b58	9796_0	LOC102150477			102150477	membrane-spanning 4-domains subfamily A member 6D isoform X1
9796_0:002b59	9796_0	LOC100068329			100068329	macrophage-expressed gene 1 protein-like
9796_0:002b5a	9796_0	CSKMT			100146462	methyltransferase-like protein 12, mitochondrial isoform X4
9796_0:002b5b	9796_0	SHANK2			100061705	SH3 and multiple ankyrin repeat domains protein 2 isoform X1
9796_0:002b5c	9796_0	LOC111775919			111775919	olfactory receptor 4A47
9796_0:002b5d	9796_0	LOC106781129			106781129	mucin-2
9796_0:002b5e	9796_0	PEX16			100050344	peroxisomal biogenesis factor 16
9796_0:002b5f	9796_0	MRGPRD			100060147	mas-related G-protein coupled receptor member D
9796_0:002b60	9796_0	LOC100057894			100057894	olfactory receptor 10AG1-like
9796_0:002b61	9796_0	ACCS			100055831	1-aminocyclopropane-1-carboxylate synthase-like protein 1 isoform X1
9796_0:002b62	9796_0	LOC100058346			100058346	olfactory receptor 5D16-like
9796_0:002b63	9796_0	LOC100050560			100050560	interferon-induced transmembrane protein 1
9796_0:002b64	9796_0	P2RX3	F6XSW1		100062797	p2X purinoceptor
9796_0:002b65	9796_0	PTPRCAP	F7C0M1		100053058	Protein tyrosine phosphatase, receptor type C associated protein
9796_0:002b66	9796_0	LOC111775959			111775959	cytochrome c oxidase subunit 8A, mitochondrial
9796_0:002b67	9796_0	LOC100053672			100053672	olfactory receptor 5L1-like
9796_0:002b68	9796_0	LOC106781419			106781419	olfactory receptor 5D18-like
9796_0:002b69	9796_0	TMEM216			100629684	transmembrane protein 216 isoform X1
9796_0:002b6a	9796_0	CPSF7			100059747	cleavage and polyadenylation specificity factor subunit 7 isoform X1
9796_0:002b6b	9796_0	NAT10			100059185	RNA cytidine acetyltransferase isoform X1
9796_0:002b6c	9796_0	BEST1	F6WEA9		100059901	Bestrophin
9796_0:002b6d	9796_0	TMEM132A			100062008	transmembrane protein 132A isoform X1
9796_0:002b6e	9796_0	LOC100055435			100055435	olfactory receptor 8K3-like
9796_0:002b6f	9796_0	KMT5B			100053438	histone-lysine N-methyltransferase KMT5B isoform X1
9796_0:002b70	9796_0	PPP2R5B			100050735	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform isoform X3
9796_0:002b71	9796_0	LOC100060455	F6TSF7		100060455	LOC100060455
9796_0:002b72	9796_0	ZDHHC24	F6ZZE9		100058529	Palmitoyltransferase
9796_0:002b73	9796_0	ZBTB3			100060251	zinc finger and BTB domain-containing protein 3
9796_0:002b74	9796_0	CDHR5			100146575	cadherin-related family member 5 isoform X1
9796_0:002b75	9796_0	LOC111776053			111776053	olfactory receptor 5D18-like isoform X1
9796_0:002b76	9796_0	LOC100629567			100629567	mucin-2
9796_0:002b77	9796_0	TH			100146648	tyrosine 3-monooxygenase
9796_0:002b78	9796_0	CTSF			100058569	cathepsin F isoform X1
9796_0:002b79	9796_0	IGHMBP2			100060088	DNA-binding protein SMUBP-2 isoform X1
9796_0:002b7a	9796_0	LOC111776048			111776048	olfactory receptor 5T2-like
9796_0:002b7b	9796_0	LOC111776046			111776046	olfactory receptor 5T2-like
9796_0:002b7c	9796_0	ALX4			100055958	homeobox protein aristaless-like 4
9796_0:002b7d	9796_0	LOC100147418			100147418	LOW QUALITY PROTEIN: solute carrier family 43 member 3-like
9796_0:002b7e	9796_0	LOC100147420			100147420	olfactory receptor 4D11
9796_0:002b7f	9796_0	SLC22A6			100064220	solute carrier family 22 member 6
9796_0:002b80	9796_0	C12H11orf96			111775893	uncharacterized protein C11orf96 homolog
9796_0:002b81	9796_0	LRRC4C	F6YUN2		100049944	Leucine rich repeat containing 4C
9796_0:002b82	9796_0	PRPF19	F7CE01		100059076	Pre-mRNA processing factor 19
9796_0:002b83	9796_0	LOC100064362			100064362	olfactory receptor 4C11-like
9796_0:002b84	9796_0	LRRC56			100055563	leucine-rich repeat-containing protein 56 isoform X1
9796_0:002b85	9796_0	MARK2			100049882	serine/threonine-protein kinase MARK2 isoform X1
9796_0:002b86	9796_0	BRMS1	F6RAC3		100058315	Breast cancer metastasis suppressor 1
9796_0:002b87	9796_0	LOC100058772			100058772	olfactory receptor 4B1
9796_0:002b88	9796_0	LOC100055356			100055356	mas-related G-protein coupled receptor member X4-like
9796_0:002b89	9796_0	CELF1			100051608	CUGBP Elav-like family member 1
9796_0:002b8a	9796_0	FOSL1			100051930	fos-related antigen 1
9796_0:002b8b	9796_0	LOC106781403			106781403	olfactory receptor 10AG1-like
9796_0:002b8c	9796_0	PTDSS2			100054404	phosphatidylserine synthase 2 isoform X1
9796_0:002b8d	9796_0	PAG	Q28389		100034171	Pregnancy-associated glycoprotein
9796_0:002b8e	9796_0	LOC100064424			100064424	olfactory receptor 4P4-like
9796_0:002b8f	9796_0	LOC100052454			100052454	olfactory receptor 5AP2
9796_0:002b90	9796_0	LOC111776044			111776044	olfactory receptor 8U8
9796_0:002b91	9796_0	LOC100058123	F7CSF6		100058123	Olfactory receptor
9796_0:002b92	9796_0	LOC111776031			111776031	collagen alpha-2(I) chain-like
9796_0:002b93	9796_0	LOC100067085			100067085	olfactory receptor 1052-like isoform X1
9796_0:002b94	9796_0	LOC106781495			106781495	uncharacterized protein LOC106781495
9796_0:002b95	9796_0	LOC111776025			111776025	olfactory receptor 10V1-like
9796_0:002b96	9796_0	ACP2	F7BD05		100057910	Acid phosphatase 2, lysosomal
9796_0:002b97	9796_0	RAPSN			100051540	43 kDa receptor-associated protein of the synapse
9796_0:002b98	9796_0	LOC100064462			100064462	solute carrier family 22 member 9
9796_0:002b99	9796_0	EHBP1L1			100057282	EH domain-binding protein 1-like protein 1 isoform X1
9796_0:002b9a	9796_0	LOC100061331			100061331	membrane-spanning 4-domains subfamily A member 4A isoform X1
9796_0:002b9b	9796_0	LOC100629823			100629823	secretoglobin family 1D member
9796_0:002b9c	9796_0	LOC100063481			100063481	olfactory receptor 4A15-like
9796_0:002b9d	9796_0	TALDO1			100055991	transaldolase
9796_0:002b9e	9796_0	LOC100063813			100063813	olfactory receptor 4C16-like
9796_0:002b9f	9796_0	TSSC4			100060412	protein TSSC4
9796_0:002ba0	9796_0	SIRT3			100054908	NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform X1
9796_0:002ba1	9796_0	LOC100065549			100065549	olfactory receptor 1038
9796_0:002ba2	9796_0	APIP			100060978	methylthioribulose-1-phosphate dehydratase
9796_0:002ba3	9796_0	PCNX3			100057407	pecanex-like protein 3 isoform X1
9796_0:002ba4	9796_0	C12H11orf91			106781393	uncharacterized protein C11orf91 homolog
9796_0:002ba5	9796_0	LOC106781279			106781279	olfactory receptor 5T1-like
9796_0:002ba6	9796_0	LOC100064329			100064329	olfactory receptor 5T1-like
9796_0:002ba7	9796_0	TAF6L			100063916	TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L
9796_0:002ba8	9796_0	LOC100054722	F6SB98		100054722	Olfactory receptor
9796_0:002ba9	9796_0	LOC100068213			100068213	LOW QUALITY PROTEIN: olfactory receptor 5B12-like
9796_0:002baa	9796_0	LOC100053989			100053989	HRAS-like suppressor 2
9796_0:002bab	9796_0	PTPRJ			100058689	receptor-type tyrosine-protein phosphatase eta isoform X1
9796_0:002bac	9796_0	PGGHG			100146757	protein-glucosylgalactosylhydroxylysine glucosidase isoform X1
9796_0:002bad	9796_0	CAT			100060647	catalase isoform X1
9796_0:002bae	9796_0	LOC100066827			100066827	putative olfactory receptor 5AK3
9796_0:002baf	9796_0	C12H11orf98			100060174	uncharacterized protein C11orf98 homolog isoform X1
9796_0:002bb0	9796_0	LOC100055646			100055646	olfactory receptor 5T1-like
9796_0:002bb1	9796_0	AGBL2			100051805	cytosolic carboxypeptidase 2 isoform X1
9796_0:002bb2	9796_0	CKAP5	F6YL89		100050886	Cytoskeleton associated protein 5
9796_0:002bb3	9796_0	LOC100067304	F7B6I6		100067304	Olfactory receptor
9796_0:002bb4	9796_0	LOC100065085			100065085	putative olfactory receptor 4A4
9796_0:002bb5	9796_0	LOC111775907			111775907	receptor-type tyrosine-protein phosphatase eta-like isoform X1
9796_0:002bb6	9796_0	DDB1			100059606	DNA damage-binding protein 1
9796_0:002bb7	9796_0	LOC100055947			100055947	LOW QUALITY PROTEIN: olfactory receptor 5D13-like
9796_0:002bb8	9796_0	DAGLA	F6TQ73		100059772	Diacylglycerol lipase alpha
9796_0:002bb9	9796_0	BRSK2			100051525	serine/threonine-protein kinase BRSK2 isoform X1
9796_0:002bba	9796_0	LOC102149924			102149924	proteoglycan 3
9796_0:002bbb	9796_0	TSPAN4			100055228	tetraspanin-4 isoform X1
9796_0:002bbc	9796_0	POLR2L			111776015	DNA-directed RNA polymerases I, II, and III subunit RPABC5
9796_0:002bbd	9796_0	UNC93B1			100059773	protein unc-93 homolog B1 isoform X1
9796_0:002bbe	9796_0	SERPING1	F7CZW9		100066476	Serpin family G member 1
9796_0:002bbf	9796_0	LOC111776049			111776049	LOW QUALITY PROTEIN: olfactory receptor 5D14-like
9796_0:002bc0	9796_0	DEPDC7			100060235	DEP domain-containing protein 7 isoform X1
9796_0:002bc1	9796_0	EHF	F6UZ99		100059218	ETS homologous factor
9796_0:002bc2	9796_0	MUC5AC			100147340	mucin-5AC
9796_0:002bc3	9796_0	RBM4B	F6VSG0		100058729	RNA binding motif protein 4B
9796_0:002bc4	9796_0	SLC22A12			100055832	LOW QUALITY PROTEIN: solute carrier family 22 member 12
9796_0:002bc5	9796_0	LOC100064874			100064874	olfactory receptor 4P4-like
9796_0:002bc6	9796_0	CSTF3			100060162	cleavage stimulation factor subunit 3
9796_0:002bc7	9796_0	LOC100068543			100068543	olfactory receptor 1440-like
9796_0:002bc8	9796_0	MTA2			100063490	metastasis-associated protein MTA2 isoform X1
9796_0:002bc9	9796_0	RPS6KB2	F6Q7I1		100053005	Ribosomal protein S6 kinase
9796_0:002bca	9796_0	STIP1			100055100	stress-induced-phosphoprotein 1
9796_0:002bcb	9796_0	NUDT22	F7BQH4		100050076	Nudix hydrolase 22
9796_0:002bcc	9796_0	LOC100070239			100070239	olfactory receptor 4D9
9796_0:002bcd	9796_0	POLA2	F6X9Q1		100051254	DNA polymerase alpha subunit B
9796_0:002bce	9796_0	WDR74			100060347	WD repeat-containing protein 74
9796_0:002bcf	9796_0	LOC111776083			111776083	olfactory receptor 1013-like
9796_0:002bd0	9796_0	LOC111776077			111776077	bone marrow proteoglycan-like
9796_0:002bd1	9796_0	RCOR2			100049945	REST corepressor 2 isoform X1
9796_0:002bd2	9796_0	LOC100064597			100064597	olfactory receptor 4B1-like
9796_0:002bd3	9796_0	MAJIN			100056117	membrane-anchored junction protein isoform X1
9796_0:002bd4	9796_0	LOC100066190			100066190	olfactory receptor 5G3-like
9796_0:002bd5	9796_0	LOC100055353			100055353	olfactory receptor 8K3-like
9796_0:002bd6	9796_0	TCP11L1			100060197	T-complex protein 11-like protein 1 isoform X1
9796_0:002bd7	9796_0	LOC111776040			111776040	olfactory receptor 9G1-like
9796_0:002bd8	9796_0	MS4A5	F7AWJ0		100061545	Membrane spanning 4-domains A5
9796_0:002bd9	9796_0	LOC100146569			100146569	double C2-like domain-containing protein gamma isoform X1
9796_0:002bda	9796_0	LOC100061252			100061252	membrane-spanning 4-domains subfamily A member 4A
9796_0:002bdb	9796_0	LOC100067779			100067779	olfactory receptor 9Q2-like
9796_0:002bdc	9796_0	LOC106781414			106781414	olfactory receptor 5D13-like
9796_0:002bdd	9796_0	LOC100065803	F6TX46		100065803	Olfactory receptor
9796_0:002bde	9796_0	RAG2	F6WS62		100049881	Recombination activating 2
9796_0:002bdf	9796_0	FADS1			102150261	fatty acid desaturase 1 isoform X1
9796_0:002be0	9796_0	LOC100629803			100629803	bone marrow proteoglycan isoform X1
9796_0:002be1	9796_0	CCDC87	F6V655		100058610	CCDC87
9796_0:002be2	9796_0	LOC106781503			106781503	LOW QUALITY PROTEIN: H19 opposite tumor suppressor
9796_0:002be3	9796_0	LOC100055521			100055521	olfactory receptor 1094-like
9796_0:002be4	9796_0	NAA40			100054687	N-alpha-acetyltransferase 40
9796_0:002be5	9796_0	ASRGL1			100146576	isoaspartyl peptidase/L-asparaginase
9796_0:002be6	9796_0	TTC17			100055237	tetratricopeptide repeat protein 17 isoform X1
9796_0:002be7	9796_0	CCDC88B			100147442	coiled-coil domain-containing protein 88B isoform X1
9796_0:002be8	9796_0	LOC106781278			106781278	olfactory receptor 10AG1-like
9796_0:002be9	9796_0	LOC100068140			100068140	olfactory receptor 5B2-like
9796_0:002bea	9796_0	CHRM1	F6SLG5		100064117	Muscarinic acetylcholine receptor
9796_0:002beb	9796_0	CCDC85B			111775973	coiled-coil domain-containing protein 85B
9796_0:002bec	9796_0	LOC106780853			106780853	olfactory receptor 5B12
9796_0:002bed	9796_0	CREB3L1			100057002	cyclic AMP-responsive element-binding protein 3-like protein 1 isoform X1
9796_0:002bee	9796_0	LOC100063976			100063976	olfactory receptor-like protein OLF2
9796_0:002bef	9796_0	SLC3A2			100064046	4F2 cell-surface antigen heavy chain isoform X1
9796_0:002bf0	9796_0	LOC100065831			100065831	olfactory receptor 1020-like
9796_0:002bf1	9796_0	ATG13			100050734	autophagy-related protein 13 isoform X1
9796_0:002bf2	9796_0	LOC100067804	F7DYF8		100067804	Olfactory receptor
9796_0:002bf3	9796_0	LOC111776131			111776131	olfactory receptor 4P4-like
9796_0:002bf4	9796_0	LOC102150493			102150493	secretoglobin family 1D member
9796_0:002bf5	9796_0	IGF2	P51459		100034182	Preptin
9796_0:002bf6	9796_0	UBXN1	F6S4B7		100060210	UBX domain protein 1
9796_0:002bf7	9796_0	LOC100061747			100061747	membrane-spanning 4-domains subfamily A member 8
9796_0:002bf8	9796_0	BATF2	F6PHR4		100056246	Basic leucine zipper ATF-like transcription factor 2
9796_0:002bf9	9796_0	MS4A14			100061472	membrane-spanning 4-domains subfamily A member 14
9796_0:002bfa	9796_0	LOC100068374	F6ZJH1		100068374	LOC100068374
9796_0:002bfb	9796_0	TMEM262			106781491	transmembrane protein 262 isoform X1
9796_0:002bfc	9796_0	LOC106781493			106781493	ral guanine nucleotide dissociation stimulator-like
9796_0:002bfd	9796_0	KCNK7	F6RAE6		100051469	Potassium channel subfamily K member
9796_0:002bfe	9796_0	LOC111775931			111775931	olfactory receptor 5L1-like
9796_0:002bff	9796_0	LOC100059273			100059273	pepsin A-like
9796_0:002c00	9796_0	LOC100059532	F6UM82		100059452	LOC100059532
9796_0:002c01	9796_0	LOC100068504			100068504	olfactory receptor 5A1-like
9796_0:002c02	9796_0	FJX1			100067199	four-jointed box protein 1
9796_0:002c03	9796_0	CPT1A	Q68Y62		100009716	Carnitine O-palmitoyltransferase 1, liver isoform
9796_0:002c04	9796_0	LOC111775924			111775924	olfactory receptor 4A15-like
9796_0:002c05	9796_0	OR10V1			100060726	olfactory receptor 10V1
9796_0:002c06	9796_0	SLC22A24	F7AJX8		100060388	Solute carrier family 22 member 24
9796_0:002c07	9796_0	ARFGAP2	F6RDZ1		100051105	ADP ribosylation factor GTPase activating protein 2
9796_0:002c08	9796_0	LRP5			100147353	low-density lipoprotein receptor-related protein 5 isoform X1
9796_0:002c09	9796_0	LOC100066417			100066417	fatty acid desaturase 2-like protein FADS2P1
9796_0:002c0a	9796_0	GPR152			100059343	probable G-protein coupled receptor 152 isoform X1
9796_0:002c0b	9796_0	LOC111775998			111775998	proline-rich protein 33-like
9796_0:002c0c	9796_0	TMEM138	F6Q3F3		100059706	Transmembrane protein 138
9796_0:002c0d	9796_0	POLR2G	F6RG40		100063883	RNA polymerase II subunit G
9796_0:002c0e	9796_0	PHLDA2			100060163	pleckstrin homology-like domain family A member 2
9796_0:002c0f	9796_0	LOC111775942			111775942	oxysterol-binding protein 1-like
9796_0:002c10	9796_0	LOC100056671			100056671	olfactory receptor 4C3
9796_0:002c11	9796_0	LOC100066784	F6PKK1		100066784	Olfactory receptor
9796_0:002c12	9796_0	LOC100064164			100064164	olfactory receptor 4P4-like
9796_0:002c13	9796_0	LOC100059308			100059308	pepsin A-like
9796_0:002c14	9796_0	CATSPERZ			102149866	cation channel sperm-associated protein subunit zeta
9796_0:002c15	9796_0	LOC102149895			102149895	ral guanine nucleotide dissociation stimulator
9796_0:002c16	9796_0	FIBP	F6VV13		100051868	FGF1 intracellular binding protein
9796_0:002c17	9796_0	TSPAN18			100056203	tetraspanin-18
9796_0:002c18	9796_0	LOC111776060			111776060	olfactory receptor 4A47-like
9796_0:002c19	9796_0	SELENOH			100066533	selenoprotein H
9796_0:002c1a	9796_0	LOC102147563			102147563	olfactory receptor 4P4-like
9796_0:002c1b	9796_0	CEND1	F7BVZ7		100055133	Cell cycle exit and neuronal differentiation 1
9796_0:002c1c	9796_0	KDM2A			100052955	lysine-specific demethylase 2A isoform X1
9796_0:002c1d	9796_0	LOC100146635			100146635	olfactory receptor 140-like
9796_0:002c1e	9796_0	LOC100629257			100629257	LOW QUALITY PROTEIN: mucin-2
9796_0:002c1f	9796_0	LRRC10B			100146248	leucine-rich repeat-containing protein 10B
9796_0:002c20	9796_0	LOC106781474			106781474	collagen alpha-1(I) chain-like
9796_0:002c21	9796_0	KCNK4			100055490	potassium channel subfamily K member 4
9796_0:002c22	9796_0	COMMD9	F7BUZ5		100052172	COMM domain containing 9
9796_0:002c23	9796_0	RBM4	F6VSR3		100058690	RNA binding motif protein 4
9796_0:002c24	9796_0	VWCE			100059568	von Willebrand factor C and EGF domain-containing protein isoform X1
9796_0:002c25	9796_0	CFL1	F7DXG8		100057603	Cofilin 1
9796_0:002c26	9796_0	LOC100050719	F6UGQ4		100050719	LOC100050719
9796_0:002c27	9796_0	VEGFB			100055238	vascular endothelial growth factor B isoform X1
9796_0:002c28	9796_0	FAM111B	F6W0P5		100068439	Family with sequence similarity 111 member B
9796_0:002c29	9796_0	TKFC	F6TNX4		100059639	Triokinase and FMN cyclase
9796_0:002c2a	9796_0	MADD	F6WPW6		100051327	MAP kinase activating death domain
9796_0:002c2b	9796_0	OTUB1			100054829	ubiquitin thioesterase OTUB1
9796_0:002c2c	9796_0	FRMD8			102148429	FERM domain-containing protein 8 isoform X1
9796_0:002c2d	9796_0	LOC111775958			111775958	galectin-12-like
9796_0:002c2e	9796_0	LOC106781428			106781428	olfactory receptor 5AS1
9796_0:002c2f	9796_0	C12H11orf80			100058773	type 2 DNA topoisomerase 6 subunit B-like isoform X1
9796_0:002c30	9796_0	LOC100064956			100064956	olfactory receptor 4C46-like
9796_0:002c31	9796_0	MS4A10			102149897	LOW QUALITY PROTEIN: membrane-spanning 4-domains subfamily A member 10
9796_0:002c32	9796_0	TIMM10	F6RDH9		100066829	Translocase of inner mitochondrial membrane 10
9796_0:002c33	9796_0	ARL2			100056286	ADP-ribosylation factor-like protein 2
9796_0:002c34	9796_0	LOC102147676			102147676	ral guanine nucleotide dissociation stimulator-like isoform X1
9796_0:002c35	9796_0	LOC111775949			111775949	uncharacterized protein LOC111775949
9796_0:002c36	9796_0	SLC22A20			100051181	solute carrier family 22 member 20
9796_0:002c37	9796_0	KCNQ1	W5UPJ3		100060336	Potassium voltage-gated channel KQT-like subfamily member 1 transcript variant 1
9796_0:002c38	9796_0	FGF4			100060525	fibroblast growth factor 4
9796_0:002c39	9796_0	BTBD18			100630130	BTB/POZ domain-containing protein 18
9796_0:002c3a	9796_0	ZP1			100061971	zona pellucida sperm-binding protein 1
9796_0:002c3b	9796_0	AP2A2			100056318	AP-2 complex subunit alpha-2 isoform X1
9796_0:002c3c	9796_0	MS4A15			100061777	LOW QUALITY PROTEIN: membrane-spanning 4-domains subfamily A member 15
9796_0:002c3d	9796_0	C12H11orf95			100630504	uncharacterized protein C11orf95 homolog
9796_0:002c3e	9796_0	LOC100054215			100054215	olfactory receptor 2G3-like
9796_0:002c3f	9796_0	HRASLS5			100064640	Ca(2+)-independent N-acyltransferase isoform X1
9796_0:002c40	9796_0	LOC100053834			100053834	HRAS-like suppressor 2
9796_0:002c41	9796_0	NLRP6			100146460	NACHT, LRR and PYD domains-containing protein 6 isoform X1
